Age,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome
41,9,4,1772,3,3,1,1,1,20,4,2,2,5,2,3,5,3,0,4,2289
34,10,3,1774,4,3,2,3,1,14,3,3,1,15,3,3,15,14,0,7,4001
53,1,4,1775,1,2,4,3,4,20,4,4,3,27,2,2,3,2,0,2,12965
43,2,3,1778,2,3,1,4,0,13,3,2,0,10,5,3,9,7,1,8,3539
34,3,2,1779,4,1,2,4,5,12,3,1,0,6,3,3,2,2,2,2,6029
21,7,1,1780,2,3,1,2,1,13,3,2,0,1,3,3,1,0,1,0,2679
38,6,2,1782,4,2,1,3,1,11,3,2,1,5,3,3,5,4,0,4,3702
22,8,1,1783,3,3,1,1,1,17,3,3,0,1,6,3,1,0,0,0,2398
31,29,4,1784,1,2,2,4,1,14,3,1,2,13,3,3,12,7,5,7,5468
51,3,3,1786,1,3,3,3,2,11,3,4,0,15,2,3,2,2,2,2,13116
37,9,2,1787,2,2,2,2,1,14,3,1,2,5,2,3,5,2,0,3,4189
46,2,4,1789,3,3,5,4,7,17,3,3,1,24,3,3,2,1,2,2,19328
36,10,3,1790,4,3,3,1,7,13,3,4,1,15,1,3,12,8,5,7,8321
44,1,2,1792,3,3,1,2,1,12,3,3,3,6,2,2,5,3,2,3,2342
37,8,2,1794,3,3,2,2,2,13,3,3,0,19,4,2,10,0,4,7,4071
35,27,3,1797,3,3,2,4,1,18,3,4,0,10,2,3,10,7,7,7,5813
33,8,4,1798,4,4,1,1,6,19,3,2,1,14,1,3,10,8,7,6,3143
28,1,3,1799,3,3,1,4,1,11,3,3,1,5,6,4,5,3,0,3,2044
39,10,1,1800,3,3,3,3,7,21,4,3,0,9,3,3,4,3,2,2,13464
46,26,2,1801,2,2,2,2,8,15,3,3,0,6,3,3,2,2,2,2,7991
40,2,2,1802,3,3,1,1,4,17,3,4,1,7,5,2,4,3,0,2,3377
42,13,3,1803,2,4,2,1,5,18,3,3,2,10,2,2,0,0,0,0,5538
35,2,2,1804,2,3,2,4,2,14,3,3,1,15,6,3,7,7,1,7,5762
38,2,3,1805,1,3,1,2,5,13,3,4,3,13,3,3,11,10,3,8,2592
34,9,4,1807,4,3,2,1,4,17,3,3,1,11,3,2,7,1,0,7,5346
37,10,4,1809,4,3,2,1,1,15,3,2,0,10,4,1,10,3,0,8,4213
39,20,3,1812,3,3,2,4,2,18,3,4,1,7,6,3,2,1,2,2,4127
43,9,3,1813,1,3,1,3,4,13,3,3,0,7,2,2,3,2,1,2,2438
41,5,3,1814,2,4,2,2,3,12,3,1,0,11,3,1,3,2,1,2,6870
41,4,1,1815,3,3,3,3,0,13,3,4,1,23,3,4,22,14,13,5,10447
30,10,3,1816,1,3,3,3,9,14,3,2,0,9,3,3,7,7,0,2,9667
26,20,2,1818,4,3,1,2,0,11,3,3,0,6,3,3,5,1,1,4,2148
46,21,2,1821,4,3,2,2,4,22,4,4,1,13,2,4,9,7,3,7,8926
40,1,3,1822,3,3,2,4,4,17,3,4,1,12,3,3,5,3,0,3,6513
34,8,2,1823,2,4,2,3,1,21,4,3,2,10,5,3,10,8,4,8,6799
58,2,3,1824,2,3,4,2,4,22,4,4,1,37,0,2,16,9,14,14,16291
35,23,4,1826,2,1,1,3,0,16,3,2,1,6,2,4,5,4,0,3,2705
47,4,3,1827,3,2,3,2,8,12,3,3,1,28,4,3,22,11,14,10,10333
40,12,3,1829,2,3,2,1,2,12,3,2,1,15,3,3,7,4,7,7,4448
54,7,4,1830,4,3,2,4,4,15,3,2,1,14,2,2,7,1,1,7,6854
31,7,4,1833,1,3,3,1,2,14,3,4,2,9,3,3,3,2,2,2,9637
28,1,3,1834,3,3,1,1,1,25,4,3,1,3,3,3,3,2,1,2,3591
38,2,4,1835,2,1,2,4,2,20,4,1,2,20,4,2,4,2,0,3,5405
26,10,3,1836,3,3,2,4,1,13,3,1,0,5,4,3,5,3,1,2,4684
58,15,4,1837,1,3,4,3,2,14,3,2,0,23,3,3,2,2,2,2,15787
18,14,3,1839,2,3,1,3,1,16,3,3,0,0,4,1,0,0,0,0,1514
31,18,5,1842,4,4,1,1,0,17,3,3,0,2,4,3,1,0,0,0,2956
29,13,3,1844,1,2,1,1,4,15,3,4,3,4,3,3,2,2,2,0,2335
45,2,4,1845,3,3,2,3,4,22,4,2,2,10,3,4,8,7,5,7,5154
36,2,4,1847,4,3,2,2,4,22,4,4,1,15,2,3,1,0,0,0,6962
43,2,4,1849,1,3,2,4,1,20,4,3,1,7,5,3,7,7,7,7,5675
27,5,2,1850,4,3,1,4,0,14,3,3,0,6,3,2,5,4,0,2,2379
29,20,1,1852,4,3,1,4,1,13,3,2,0,11,3,4,11,8,3,10,3812
32,10,4,1853,4,3,2,4,8,13,3,3,0,4,2,4,0,0,0,0,4648
42,10,4,1854,3,3,1,3,3,22,4,2,2,10,1,2,6,3,3,3,2936
47,9,4,1856,2,3,1,3,4,12,3,3,0,7,2,3,2,2,2,0,2105
46,2,2,1857,4,3,3,4,3,14,3,3,1,12,4,2,9,8,4,7,8578
28,1,2,1858,3,3,1,4,1,15,3,2,1,3,2,3,3,2,2,2,2706
29,29,1,1859,4,1,2,3,8,17,3,4,2,11,3,3,7,0,1,6,6384
42,8,3,1860,4,3,1,3,4,13,3,4,0,8,3,3,0,0,0,0,3968
32,2,4,1862,3,2,2,2,7,12,3,3,0,7,3,2,2,2,2,2,9907
46,3,3,1863,1,4,4,1,2,12,3,4,1,25,5,3,19,17,2,8,13225
27,23,1,1864,2,2,2,3,1,21,4,4,1,9,5,3,9,8,5,8,3540
29,6,1,1865,4,2,1,2,1,11,3,4,0,1,3,3,1,0,0,0,2804
43,6,3,1866,1,2,5,3,7,13,3,4,0,21,2,3,16,12,6,14,19392
48,10,3,1867,4,2,5,2,4,12,3,4,0,29,3,3,22,10,12,9,19665
29,24,2,1868,4,2,1,4,1,24,4,2,0,1,3,2,1,0,1,0,2439
46,10,3,1869,3,3,3,2,5,21,4,3,3,14,2,3,8,7,0,7,7314
27,15,3,1870,4,2,1,1,0,19,3,4,1,8,2,2,7,6,7,3,4774
39,19,4,1871,4,3,2,4,8,14,3,2,3,7,2,3,2,2,2,2,3902
55,2,4,1873,2,2,1,4,8,20,4,2,1,19,2,4,5,2,0,4,2662
28,3,3,1875,2,3,1,2,1,19,3,4,1,1,3,3,1,0,0,0,2856
30,9,3,1876,2,3,1,4,1,13,3,3,0,1,3,2,1,0,0,0,1081
22,7,1,1878,4,3,1,2,1,23,4,1,0,1,2,3,1,0,0,0,2472
36,10,4,1880,2,2,2,3,1,13,3,1,1,10,4,3,10,9,1,7,5673
31,20,3,1881,2,3,2,3,1,11,3,1,1,10,2,3,10,8,0,2,4197
34,4,3,1882,3,3,3,4,2,13,3,4,3,9,3,3,5,3,1,0,9713
29,7,3,1883,4,3,1,1,3,14,3,2,0,11,2,3,3,2,1,2,2062
37,7,4,1885,4,3,2,1,5,22,4,3,1,16,2,3,5,3,0,4,4284
35,16,2,1886,4,2,2,2,0,11,3,4,0,4,2,3,3,2,0,2,4788
45,25,2,1888,2,2,2,4,0,13,3,4,2,10,2,2,9,8,3,8,5906
36,2,1,1890,2,2,2,4,1,21,4,4,0,10,2,2,10,1,0,8,3886
40,1,4,1892,1,3,4,1,2,11,3,1,1,22,3,3,19,7,11,16,16823
26,1,2,1893,2,2,1,3,1,13,3,3,1,1,3,2,1,0,1,0,2933
27,2,2,1898,1,4,2,3,0,14,3,2,0,9,5,2,8,7,0,7,6500
48,22,3,1900,4,3,4,4,3,11,3,2,1,24,3,3,22,17,4,7,17174
44,1,4,1903,2,4,2,1,2,15,3,4,1,10,5,3,2,0,2,2,5033
34,16,4,1905,4,1,1,1,1,23,4,2,1,5,2,3,5,2,3,0,2307
56,24,2,1907,1,3,1,4,1,16,3,4,0,5,3,3,4,2,1,0,2587
36,17,2,1908,3,2,2,2,2,16,3,3,2,12,1,1,4,2,1,3,5507
41,8,3,1909,3,3,2,2,5,21,4,3,1,14,3,3,5,4,1,4,4393
42,6,3,1911,3,3,3,1,9,13,3,2,1,18,3,4,13,7,5,7,13348
31,10,2,1912,3,3,2,4,2,11,3,4,1,8,2,3,5,2,1,4,6583
34,3,1,1915,4,2,2,4,3,12,3,3,0,9,3,2,4,2,0,1,8103
31,4,3,1916,1,4,1,3,8,12,3,2,1,4,0,2,2,2,2,2,3978
26,6,3,1918,3,4,1,4,0,18,3,1,1,8,3,3,7,7,7,7,2544
45,1,4,1922,2,3,2,3,4,12,3,3,0,12,3,3,4,2,0,3,5399
33,10,4,1924,2,3,2,3,1,14,3,2,0,10,2,2,10,4,0,9,5487
28,1,2,1927,3,2,2,4,1,12,3,3,1,7,2,3,7,7,0,7,6834
29,24,3,1928,3,4,1,1,1,17,3,4,0,1,3,3,1,0,0,0,1091
39,21,4,1929,1,1,2,3,6,19,3,3,1,10,1,3,3,2,1,2,5736
27,2,4,1931,2,3,1,2,1,11,3,3,1,6,3,2,5,3,1,2,2226
34,22,4,1932,3,2,2,4,1,15,3,2,0,16,3,3,15,10,6,11,5747
28,13,2,1933,4,3,2,3,3,11,3,4,0,6,0,3,2,0,2,2,9854
47,14,4,1934,3,3,2,2,8,18,3,3,1,16,4,4,8,7,1,7,5467
56,11,5,1935,4,2,2,1,4,16,3,3,1,6,3,3,0,0,0,0,5380
39,9,2,1936,1,3,2,1,1,25,4,4,1,10,3,3,10,0,7,9,5151
38,8,3,1937,4,2,2,2,1,16,3,3,1,20,3,3,20,11,0,7,2133
58,21,3,1938,4,3,4,4,4,13,3,3,1,29,2,2,1,0,0,0,17875
32,5,2,1939,1,4,1,3,3,14,3,1,0,8,2,3,4,1,0,3,2432
38,9,2,1940,2,3,1,4,2,19,3,4,2,10,0,4,5,2,0,3,4771
49,2,1,1941,2,3,5,4,3,15,3,4,0,28,3,3,5,4,4,3,19161
42,12,4,1943,2,3,2,4,3,12,3,3,2,14,4,3,0,0,0,0,5087
27,22,3,1944,1,2,1,2,1,12,3,1,0,1,2,3,1,0,0,0,2863
35,18,4,1945,2,3,2,1,0,16,3,4,1,6,2,1,5,3,0,4,5561
28,16,3,1947,3,3,1,3,1,14,3,3,0,5,3,2,5,3,1,4,2144
31,3,2,1948,3,3,1,1,1,13,3,4,1,4,3,4,4,2,2,3,3065
36,9,4,1949,1,4,1,2,1,22,4,2,0,5,3,3,5,4,0,2,2810
34,1,3,1950,1,3,3,4,1,21,4,1,0,14,3,2,14,8,2,1,9888
34,13,4,1951,4,3,3,3,1,18,3,3,1,9,2,2,8,7,1,1,8628
26,1,3,1952,3,3,1,1,0,13,3,4,0,8,6,2,7,7,7,6,2867
29,1,3,1954,1,3,2,1,0,12,3,1,1,6,5,2,5,3,0,2,5373
32,15,4,1955,3,3,2,4,5,18,3,2,1,9,6,3,5,1,1,2,6667
31,1,3,1956,4,1,2,1,1,21,4,2,0,10,6,3,10,8,8,7,5003
28,17,3,1960,3,2,1,4,5,12,3,1,1,6,2,2,4,1,0,3,2367
38,1,3,1961,1,2,1,1,4,14,3,1,0,20,3,2,1,0,0,0,2858
35,7,4,1962,3,3,2,4,1,11,3,4,0,10,2,3,10,8,0,9,5204
27,9,3,1965,4,3,2,4,1,14,3,1,0,7,5,3,7,7,0,7,4105
32,5,4,1966,4,2,2,4,8,24,4,2,0,8,1,3,1,0,0,0,9679
31,26,4,1967,1,3,2,4,1,11,3,3,0,10,4,3,10,7,0,8,5617
53,24,4,1968,1,3,3,1,6,13,3,2,0,15,2,2,2,2,2,2,10448
54,9,2,1969,1,3,2,3,3,11,3,3,2,9,6,2,4,3,2,3,2897
33,7,2,1970,4,3,2,3,1,20,4,3,3,9,2,3,9,7,2,8,5968
43,11,3,1971,1,3,3,3,1,17,3,2,1,10,1,3,10,9,0,9,7510
38,1,4,1972,4,3,1,2,0,11,3,2,1,7,2,3,6,2,1,2,2991
55,26,4,1973,3,4,5,2,4,18,3,1,1,35,0,3,10,9,1,4,19636
31,2,1,1974,4,1,1,4,1,11,3,3,3,1,4,3,1,0,0,0,1129
39,15,4,1975,2,3,4,1,0,12,3,1,0,21,3,3,20,8,11,10,13341
42,23,2,1976,4,2,2,3,1,12,3,4,0,20,2,3,20,9,3,7,4332
31,10,3,1979,3,3,3,3,4,20,4,3,1,13,2,4,11,7,4,8,11031
54,10,3,1980,3,3,2,1,6,19,3,4,0,9,3,3,5,2,1,4,4440
24,1,2,1981,2,2,2,3,1,12,3,2,0,4,2,2,4,3,1,2,4617
23,12,2,1982,4,3,1,4,1,13,3,3,0,5,6,4,5,2,1,4,2647
40,11,3,1985,4,3,2,3,1,11,3,1,1,10,2,4,10,9,9,4,6323
40,2,2,1986,2,3,2,2,3,14,3,3,1,15,4,3,11,8,5,10,5677
25,2,3,1987,3,3,1,2,4,14,3,3,0,6,3,3,2,0,1,2,2187
30,1,2,1989,4,3,1,2,1,13,3,3,0,12,6,2,12,8,1,7,3748
25,2,1,1992,4,3,1,3,6,19,3,3,1,7,2,2,2,2,0,2,3977
47,25,3,1993,1,3,3,3,2,23,4,2,0,25,3,3,17,14,12,11,8633
33,1,2,1994,2,2,1,3,1,12,3,3,3,1,2,2,1,1,0,0,2008
38,1,4,1995,4,3,2,2,0,15,3,1,2,16,3,3,15,13,5,8,4440
31,2,2,1996,1,3,1,3,0,19,3,3,1,3,1,3,2,2,1,2,3067
38,6,4,1997,1,2,2,3,2,11,3,4,1,10,1,3,8,3,7,7,5321
42,18,4,1998,4,3,2,1,6,17,3,3,1,9,3,2,4,3,1,2,5410
41,1,3,1999,4,3,1,4,3,22,4,1,1,12,3,3,5,3,1,0,2782
47,1,1,2000,3,3,3,2,0,18,3,1,2,14,3,1,13,8,5,12,11957
35,11,4,2003,4,3,1,3,7,11,3,3,1,5,3,3,2,2,2,2,2660
22,1,2,2007,4,3,1,3,0,12,3,4,0,4,2,4,3,2,1,2,3375
35,9,4,2008,2,3,2,3,1,19,3,2,0,10,5,3,10,7,0,8,5098
33,15,2,2009,2,3,2,4,0,13,3,1,1,10,6,3,9,7,8,1,4878
32,29,4,2010,3,2,1,2,1,13,3,3,0,6,3,3,6,2,4,1,2837
40,1,4,2012,1,3,1,4,8,19,3,3,2,8,3,2,1,0,0,0,2406
32,1,4,2013,2,2,1,2,0,14,3,2,1,3,2,3,2,2,2,2,2269
39,24,1,2014,1,3,2,4,7,13,3,1,0,18,2,3,7,7,1,7,4108
38,10,3,2015,2,1,3,3,3,12,3,1,1,20,3,3,18,16,1,11,13206
32,1,4,2016,3,3,3,4,1,19,3,3,2,14,3,3,14,10,5,7,10422
37,10,3,2017,3,4,3,4,1,25,4,1,1,16,2,3,16,11,6,8,13744
25,8,2,2018,1,3,2,3,0,22,4,2,1,6,3,2,5,3,0,4,4907
52,29,4,2019,1,3,1,4,2,15,3,2,2,16,3,2,9,8,0,0,3482
44,1,3,2020,2,3,1,4,6,12,3,3,0,6,2,3,4,3,1,2,2436
21,5,1,2021,3,3,1,1,1,11,3,4,0,2,6,3,2,2,1,2,2380
39,9,3,2022,4,3,5,4,2,13,3,3,0,21,3,2,6,0,1,3,19431
23,9,3,2023,4,3,1,1,1,19,3,1,1,1,3,2,1,0,1,0,1790
36,3,3,2024,1,2,3,4,0,19,3,3,2,10,2,3,9,7,3,4,7644
36,4,2,2025,4,3,2,2,7,13,3,2,3,18,3,3,4,2,0,2,5131
56,1,4,2026,3,3,2,3,1,21,4,1,1,13,2,2,13,12,1,9,6306
29,1,4,2027,1,3,1,4,9,14,3,2,3,4,3,4,2,2,2,2,4787
42,2,3,2031,1,3,5,3,5,11,3,1,0,24,2,2,22,6,4,14,18880
56,7,2,2032,4,3,1,3,8,11,3,4,1,14,4,1,10,9,9,8,2339
41,28,4,2034,1,2,4,2,0,23,4,3,1,21,3,3,20,7,0,10,13570
34,28,3,2035,4,2,2,3,1,21,4,4,2,8,2,3,8,7,1,7,6712
36,15,4,2036,4,1,2,4,1,24,4,1,1,15,4,2,15,12,11,11,5406
41,3,3,2037,3,2,2,2,2,11,3,3,1,14,5,3,5,4,0,4,8938
32,2,3,2038,4,3,1,1,1,14,3,4,0,4,4,3,4,2,1,2,2439
35,26,4,2040,3,3,3,4,1,16,3,3,0,9,2,3,9,0,1,7,8837
38,10,2,2041,1,3,2,4,1,11,3,3,1,10,1,3,10,7,1,9,5343
50,1,4,2044,2,3,2,3,7,12,3,4,2,12,3,3,6,3,0,1,6728
36,11,4,2045,2,2,2,4,4,13,3,1,1,8,2,2,6,3,0,0,6652
45,20,3,2046,4,3,2,3,8,15,3,3,0,8,3,3,5,3,0,1,4850
40,2,4,2048,3,2,1,3,2,14,3,4,0,8,2,3,2,2,2,2,2809
35,18,4,2049,3,3,2,3,1,14,3,4,2,10,2,4,10,2,0,2,5689
40,2,4,2051,3,3,1,3,2,14,3,2,3,20,2,3,5,3,0,2,2001
35,1,4,2052,3,1,1,4,1,12,3,4,1,4,5,3,4,3,1,1,2977
29,13,2,2053,4,2,2,2,4,13,3,1,1,10,2,3,4,3,0,3,4025
29,28,4,2054,4,2,1,1,1,14,3,2,0,5,3,1,5,4,0,4,3785
50,28,3,2055,4,2,3,1,4,13,3,2,1,20,3,3,3,2,2,0,10854
39,24,1,2056,2,2,4,4,0,11,3,1,1,21,2,2,20,9,9,6,12031
31,5,3,2057,2,3,2,1,0,19,3,2,0,10,2,3,9,4,1,7,9936
26,5,3,2060,4,2,1,3,0,18,3,4,0,5,2,3,4,2,0,0,2966
36,23,2,2061,3,4,2,4,4,17,3,3,1,17,3,3,5,2,0,3,2571
39,6,1,2062,4,2,3,1,4,15,3,1,1,9,5,3,7,7,1,7,9991
27,4,3,2064,2,4,2,2,1,20,4,2,1,6,0,3,6,2,0,3,6142
49,2,3,2065,4,2,2,2,2,14,3,4,0,17,3,2,9,6,0,8,5390
34,8,3,2068,2,4,2,3,2,12,3,1,0,6,3,4,4,3,1,2,4404
